diseaseId,disease_mention,geneId,gene_mention,pmid,raw_sentence,associationType
MESH:D010146,pain,25265,P2Y1,28153540,"Since emerging evidence in the literature indicates that IL-1b can modulate membrane-bound receptors, we decided to examine the involvement of P2Y1 receptor (P2Y1R) in IL-1b induced pain and the potential interaction of P2Y1Rs and IL-1Rs in both na  ve and carrageenan injected rats.",Negative
MESH:D008107,impaired liver function,16171,IL-17A,28153707,"Administration of IL-17A impaired liver function, aggravated hepatic lipid accumulation by inhibiting fatty acid oxidation in the HFD mice.",Negative
MESH:D005234,hepatic steatosis,19013,PPARa,28153707,"Furthermore, IL-17A accelerated hepatic steatosis through activation of the JNK-PPARa pathway in the HFD mice and OA-preloaded hepatocytes.",Negative
MESH:D016511,severe combined immune deficient,2547,Ku70,28153717,"In a severe combined immune deficient (SCID) mice Mia-PaCa-2 xenograft model, gemcitabine-induced anti-tumor activity was remarkably pontificated when combined with Ku70 shRNA knockdown in the xenografts.",Negative
MESH:D006938,ligand-binding domain,367,AR,28144231,"Unfortunately, despite recent improvements to androgen deprivation therapy and the advent of better antiandrogens with a superior affinity for the AR ligand-binding domain (LBD), most patients with recurrent disease will eventually develop lethal metastatic castration-resistant prostate cancer (CRPC).",Negative
MESH:D030342,autosomal recessive disease,10568,SLC34A2,28144448,UNASSIGNED: Pulmonary alveolar microlithiasis (PAM) is a rare autosomal recessive disease caused by mutations in SLC34A2 and characterized by intra-alveolar accumulation of microliths.,Negative
MESH:D060050,chronic stable angina,2244,fibrinogen,28144449,Evidence is scarce concerning the clinical efficacy of fibrinogen or neutrophil-lymphocyte ratio (NLR) measurement in risk-stratifying patients with chronic stable angina.,Negative
MESH:D003920,type 1 diabetes mellitus,58812,apelin,28144460,"OBJECTIVES: The present experimental study was conducted in Iran and investigated the role of apelin, which is used to manage type 1 diabetes mellitus, during exercise training.",Negative
MESH:D010195,pancreatic beta cell hyperplasia,105613195,insulin,28144955,"Hypothyroidism in the sheep fetus resulted in an asymmetric pattern of organ growth, pancreatic beta cell hyperplasia, and elevated plasma insulin and leptin concentrations.",Negative
MESH:D007020,depletion of kruppel-like factor 4,232232,histone deacetylase 11,28153879,"In accordance, depletion of kruppel-like factor 4 or histone deacetylase 11 restored Aggf1 expression and abrogated vascular smooth muscle cell phenotypic modulation.",Negative
MESH:D007020,depletion of kruppel-like factor 4,66549,Aggf1,28153879,"In accordance, depletion of kruppel-like factor 4 or histone deacetylase 11 restored Aggf1 expression and abrogated vascular smooth muscle cell phenotypic modulation.",Negative
MESH:D057772,vascular injury,66549,Aggf1,28153879,We investigated the involvement of angiogenic factor with G patch and FHA domains 1 (Aggf1) in vascular injury focusing on the transcriptional regulation of vascular smooth muscle cell signature genes.,Negative
MESH:C536751,WT,16653,KRAS,28154176,"Despite the partial defect in both GEF and GAP regulation, KRAS K104Q did not alter steady-state GTP-bound levels or the ability of the oncogenic KRAS G12V mutant to cause morphologic transformation of NIH 3T3 mouse fibroblasts and of WT KRAS to rescue the growth defect of mouse embryonic fibroblasts deficient in all Ras genes.",Negative
MESH:D000544,AD,19293,parvalbumin,28154533,Numbers of neuropeptide Y (NPY) and parvalbumin (PV) immunoreactive (IR) cells were decreased in the hippocampus of 1 month-old TgCRND8 mouse AD model in a sub-regionally specific manner.,Negative
MESH:D009369,cancer,442968,Fas ligand,28153328,"UNASSIGNED: Fas ligand (FasL) gene therapy for cancer has shown promise in rodents; however, its efficacy in higher mammals remains unknown.",Negative
MESH:D007333,elevated insulin sensitivity,74244,Atg7,28153729,"RESULTS: 4-PBA treatment not only reversed autophagic dysfunction and ER stress, but also improved impaired insulin signaling in tunicamycin-induced adipocytes, and 4-PBA also inhibited activated ER stress and elevated insulin sensitivity in adipocytes with Atg7 siRNA.",Negative
MESH:D001480,myenteric ganglia,24598,nNOS,28154013,"In myenteric ganglia, OTX1 and OTX2 staining was superimposed with that of iNOS and nNOS, respectively.",Negative
MESH:D001480,myenteric ganglia,24599,iNOS,28154013,"In myenteric ganglia, OTX1 and OTX2 staining was superimposed with that of iNOS and nNOS, respectively.",Negative
MESH:D001480,myenteric ganglia,25646,OTX1,28154013,"In myenteric ganglia, OTX1 and OTX2 staining was superimposed with that of iNOS and nNOS, respectively.",Negative
MESH:D001480,myenteric ganglia,305858,OTX2,28154013,"In myenteric ganglia, OTX1 and OTX2 staining was superimposed with that of iNOS and nNOS, respectively.",Negative
MESH:C536227,hematopoiesis,2305,FOXM1,28154085,"To understand the role of FOXM1 in normal hematopoiesis, human cord blood CD34<sup>+</sup>cells were transduced with FOXM1 short hairpin ribonucleic acid (shRNA) lentivirus.",Negative
MESH:C536227,hematopoiesis,947,CD34,28154085,"To understand the role of FOXM1 in normal hematopoiesis, human cord blood CD34<sup>+</sup>cells were transduced with FOXM1 short hairpin ribonucleic acid (shRNA) lentivirus.",Negative
OMIM:168600,PD,6622,a-synuclein,28154193,Increasing lines of evidence support the causal link between a-synuclein (a-syn) accumulation in the brain and Parkinson's disease (PD) pathogenesis.,Negative
MESH:D017827,WT,10563,CXCL13,28155010,"Furthermore, intra-TG injection of CXCL13 evoked mechanical hypersensitivity and increased p-p38 expression in WT mice.",Negative
MESH:D017827,WT,1432,p38,28155010,Western blot results showed that pIONL induced p38 but not JNK activation in the TG of WT mice.,Negative
MESH:D045888,trigeminal ganglion,1432,p38,28155010,"However, whether activation of p38 and JNK MAPK signaling pathway in the trigeminal ganglion (TG) are involved in CXCL13 and its receptor CXCR5-mediated orofacial pain has not yet been clarified.",Negative
MESH:D004342,hypersensitivity,26416,p38,28155010,"Furthermore, intra-TG injection of CXCL13 evoked mechanical hypersensitivity and increased p-p38 expression in WT mice.",Negative
MESH:D017827,WT,26416,p38,28155010,Western blot results showed that pIONL induced p38 but not JNK activation in the TG of WT mice.,Negative
MESH:D045888,trigeminal ganglion,26416,p38,28155010,"However, whether activation of p38 and JNK MAPK signaling pathway in the trigeminal ganglion (TG) are involved in CXCL13 and its receptor CXCR5-mediated orofacial pain has not yet been clarified.",Negative
MESH:D004342,hypersensitivity,55985,CXCL13,28155010,"Furthermore, intra-TG injection of CXCL13 evoked mechanical hypersensitivity and increased p-p38 expression in WT mice.",Negative
MESH:D017827,WT,55985,CXCL13,28155010,"Furthermore, intra-TG injection of CXCL13 evoked mechanical hypersensitivity and increased p-p38 expression in WT mice.",Negative
MESH:D045888,TG,7124,tumor necrosis factor-a,28155010,"Finally, pretreatment with p38 inhibitor, SB203580, attenuated the pIONL-induced mechanical allodynia and decreased the mRNA expression of pro-inflammatory cytokines including tumor necrosis factor-a (TNF-a) and interleukin-1b (IL-1b) in the TG.",Negative
MESH:D011843,radiculopathy,292,T2-SPACE,28154126,MATERIALS AND METHODS: Adult patients undergoing cervical spine MR imaging with both T2-SPACE and T2-FSE sequences for radiculopathy or myelopathy between September 2014 and February 2015 were included.,Negative
MESH:D040181,X-linked IAP,108354,IAP1,28154167,"Mechanistically, it preferentially recruits X-linked IAP (XIAP) rather than cellular IAP1, to degrade ERa via the ubiquitin-proteasome pathway.",Negative
MESH:D040181,X-linked IAP,13982,ERa,28154167,"Mechanistically, it preferentially recruits X-linked IAP (XIAP) rather than cellular IAP1, to degrade ERa via the ubiquitin-proteasome pathway.",Negative
MESH:D003920,diabetes,15945,mCXCL10,28154179,"Furthermore, when using 1A4, a subsequently generated anti-mCXCL10 mAb that shares the property with 1F11 of being unable to recognize CXCL10 immobilized on GAG, we observed a similar superior control of diabetes as compared with 1B6.",Negative
MESH:C567932,OS,7276,TTR,28154777,"After excluding male patients in the 45-60 age group, the predictive efficiency was enhanced (n = 147, OS, P = 0.0002, TTR, P < 0.0001).",Negative
MESH:D004820,concha bullosa,1437,CSF,28154960,"RESULTS: Radiological findings and their incidence included deviated nasal septum (62%), concha bullosa (32%), bony dehiscence of the carotid arteries (18%), sphenoid septation overlying the internal carotid artery (24% at the sella) and low lying CSF (32%).",Negative
MESH:D061270,nasal septum,1437,CSF,28154960,"RESULTS: Radiological findings and their incidence included deviated nasal septum (62%), concha bullosa (32%), bony dehiscence of the carotid arteries (18%), sphenoid septation overlying the internal carotid artery (24% at the sella) and low lying CSF (32%).",Negative
MESH:C567026,HEG,26198,COX-2,28155120,The isolated compound HEG can impart momentous chemo-protection against experimental RCC by suppressing the cyclooxygenase (COX-2) and prostaglandin E2 (PGE2) expression via nuclear factor-kappa B (NF-kB) pathway.,Negative
MESH:D002292,RCC,26198,COX-2,28155120,The isolated compound HEG can impart momentous chemo-protection against experimental RCC by suppressing the cyclooxygenase (COX-2) and prostaglandin E2 (PGE2) expression via nuclear factor-kappa B (NF-kB) pathway.,Negative
MESH:C567026,HEG,81736,nuclear factor-kappa B,28155120,The isolated compound HEG can impart momentous chemo-protection against experimental RCC by suppressing the cyclooxygenase (COX-2) and prostaglandin E2 (PGE2) expression via nuclear factor-kappa B (NF-kB) pathway.,Negative
MESH:D002292,RCC,81736,nuclear factor-kappa B,28155120,The isolated compound HEG can impart momentous chemo-protection against experimental RCC by suppressing the cyclooxygenase (COX-2) and prostaglandin E2 (PGE2) expression via nuclear factor-kappa B (NF-kB) pathway.,Negative
MESH:D018205,AT,6319,SCD1,28145418,"In omnivores the intervention led to an increased expression of lipogenic genes (DGAT2, FASN, PPARy, SCD1) in AT.",Negative
MESH:D018205,AT,84649,DGAT2,28145418,"In omnivores the intervention led to an increased expression of lipogenic genes (DGAT2, FASN, PPARy, SCD1) in AT.",Negative
MESH:D007249,inflammation,23886,GDF-15,28145442,"Next, we exposed GDF-15 KO and control mice to air or CS and evaluated pulmonary inflammation.",Negative
MESH:D011014,pulmonary inflammation,23886,GDF-15,28145442,"Next, we exposed GDF-15 KO and control mice to air or CS and evaluated pulmonary inflammation.",Negative
MESH:D017114,ALF,15289,HMGB-1,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D018805,sepsis,15289,HMGB-1,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D019446,endotoxemia,15289,HMGB-1,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D017114,ALF,16150,IKKb,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D018805,sepsis,16150,IKKb,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D019446,endotoxemia,16150,IKKb,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D017114,ALF,16175,IL-1a,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D018805,sepsis,16175,IL-1a,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D019446,endotoxemia,16175,IL-1a,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D007951,myeloid differentiation protein 2,21898,Toll-like receptor 4,28145460,UNASSIGNED: Targeting myeloid differentiation protein 2 (MD-2) or Toll-like receptor 4 (TLR4) with small molecule inhibitor rescues the systemic inflammatory response syndrome (SIRS) in sepsis due to infection with Gram-negative bacteria but not other microbes.,Negative
MESH:D017114,ALF,21926,TNF-a,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D018805,sepsis,21926,TNF-a,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D019446,endotoxemia,21926,TNF-a,28145460,"CGA-JK3 consequently interrupted IKKb-inducible NF-kB activation and NF-kB-regulated expression of TNF-a, IL-1a or HMGB-1 gene, thereby improving TLRs-associated redundant inflammatory responses in endotoxemia, polymicrobial sepsis and ALF.",Negative
MESH:D020279,central nervous system myelination,7301,Tyro3,28145605,"Collectively, our findings indicate the critical importance of Tyro3 in potentiating central nervous system myelination.",Negative
